"ID","fk","DESCORGAO","IDORGAO","IDSUBORDINADOR","NIVEL","Subordinada","Unidade","Título","DESCORGAO_SUBORDINADOR"
"123227","678.545","Secretaria de Licitação, Material e Patrimônio","545","678","2","SELIP","PRESIDÊNCIA","678.545","Presidência"
"123228","855.855","Supervisão de Gestão Cadastral e de Vínculos Funcionais","855","855","4","SUCAV","SUCAV","855.855","Supervisão de Gestão Cadastral e de Vínculos Funcionais"
"123229","926.928","Supervisão de Biblioteca e de Disseminação do Conhecimento","928","926","1","SBDC","CGCI","926.928","Coordenadoria de Gestão do Conhecimento Institucional"
"123230","678.941","Segunda Divisão de Fiscalização de Gestão Pública, Infraestrutura, Mobilidade e Segurança Pública","941","678","3","DIGEM2","PRESIDÊNCIA","678.941","Presidência"
"123231","791.793","Gerência de Infraestrutura Tecnológica","793","791","1","GEINT","COGINF","791.793","Coordenadoria de Governança e Infraestrutura de TI"
"123232","976.976","Primeira Divisão de Acompanhamento","976","976","4","DIACOMP1","DIACOMP1","976.976","Primeira Divisão de Acompanhamento"
"123233","982.982","Recepção Hall Norte 8° Andar","982","982","4","Recepção Hall N","Recepção Hall N","982.982","Recepção Hall Norte 8° Andar"
"123234","679.602","Gab. Cons. Márcio Michel","602","679","1","GCMM","CONSELHEIROS","679.602","Conselheiros"
"123235","965.965","Copa 1º Andar SEDE","965","965","4","Copa 1º Andar S","Copa 1º Andar S","965.965","Copa 1º Andar SEDE"
"123236","791.792","Gerência de Arquitetura de Software","792","791","1","GEAS","COGINF","791.792","Coordenadoria de Governança e Infraestrutura de TI"
"123237","1003.1003","Copa Subsolo","1.003","1.003","4","Copa Subsolo","Copa Subsolo","1003.1003","Copa Subsolo"
"123238","926.684","Supervisão de Sistemas de Informação, Legislação e Jurisprudência.","684","926","1","COBGI/SSI","CGCI","926.684","Coordenadoria de Gestão do Conhecimento Institucional"
"123239","678.577","Ouvidoria do Tribunal de Contas do DF","577","678","1","OUVIDORIA","PRESIDÊNCIA","678.577","Presidência"
"123240","984.984","Recepção Hall Elevadores 1° Andar SEDE","984","984","4","Recepção Hall E","Recepção Hall E","984.984","Recepção Hall Elevadores 1° Andar SEDE"
"123241","930.941","Segunda Divisão de Fiscalização de Gestão Pública, Infraestrutura, Mobilidade e Segurança Pública","941","930","1","DIGEM2","SEGEM","930.941","Secretaria de Fiscalização de Gestão Pública, Infraestrutura, Mobilidade e Segurança Pública"
"123242","246.465","Depósito da Seção de Patrimônio","465","246","1","SEPAT/Dep","SEPAT","246.465","Serviço de Patrimônio"
"123243","543.1050","Serviço de Documentos Digitais e Proteção de Dados","1.050","543","2","SEDIGI","SEGEDAM","543.1050","Secretaria-Geral de Administração"
"123244","682.1012","Limpeza","1.012","682","3","Limpeza","SGA","682.1012","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"123245","916.840","Divisão de Assistência Direta à Saúde","840","916","1","DSAUD","SESBE","916.840","Secretaria de Saúde, Qualidade de Vida e Bem-Estar"
"123246","924.924","Supervisão de Fomento à Pesquisa, Cultura e Inovação","924","924","4","SIPEC","SIPEC","924.924","Supervisão de Fomento à Pesquisa, Cultura e Inovação"
"123247","678.651","Protocolo Documental","651","678","3","PROTOCOLO","PRESIDÊNCIA","678.651","Presidência"
"123248","682.682","Supervisão de Sistemas de Informação, Legislação e Jurisprudência","682","682","4","SGA","SGA","682.682","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"123249","916.919","Serviço de Saúde e Segurança Ocupacional e de Qualidade de Vida","919","916","2","SESOC","SESBE","916.919","Secretaria de Saúde, Qualidade de Vida e Bem-Estar"
"123250","969.970","Primeira Divisão de Auditoria","970","969","1","DIAUD1","SEAUD","969.970","Secretaria de Auditoria"
"123251","280.788","Coordenação de Sistemas e Processos","788","280","3","COSIP","TCDF","280.788","Tribunal de Contas do Distrito Federal"
"123252","788.788","Coordenação de Sistemas e Processos","788","788","4","COSIP","COSIP","788.788","Coordenação de Sistemas e Processos"
"123253","1010.1010","Sala da Brigada ESCON","1.010","1.010","4","BRIGADA ESCON","BRIGADA ESCON","1010.1010","Sala da Brigada ESCON"
"123254","998.998","Lanchonete","998","998","4","Lanchonete","Lanchonete","998.998","Lanchonete"
"123255","151.151","Ministério Público junto ao TCDF","151","151","4","GPG","GPG","151.151","Ministério Público junto ao TCDF"
"123256","678.1043","Assessoria de Análise de Dados","1.043","678","3","ASDA","PRESIDÊNCIA","678.1043","Presidência"
"123257","932.932","Núcleo de Fiscalização de Projetos de Desestatização","932","932","4","NUFID","NUFID","932.932","Núcleo de Fiscalização de Projetos de Desestatização"
"123258","983.983","Recepção Hall Sul 8° Andar","983","983","4","Recepção Hall S","Recepção Hall S","983.983","Recepção Hall Sul 8° Andar"
"123259","245.579","Supervisão de Benefícios, Consignações e Obrigações Patronais","579","245","1","SBCOP","SEPAG","245.579","Serviço de Pagamento de Pessoal"
"123260","1047.800","Segunda Divisão de Fiscalização de Obras e Serviços de Engenharia","800","1.047","1","DIFO2","SEINFRA","1047.800","Secretaria de Fiscalização de Infraestrutura"
"123261","678.246","Serviço de Patrimônio","246","678","3","SEPAT","PRESIDÊNCIA","678.246","Presidência"
"123262","280.503","Secretaria-Geral de Controle Externo","503","280","2","SEGECEX","TCDF","280.503","Tribunal de Contas do Distrito Federal"
"123263","788.790","Gerência de Processos de Negócio","790","788","1","GEPRON","COSIP","788.790","Coordenação de Sistemas e Processos"
"123264","678.468","Divisão de Controle Interno","468","678","2","DCI","PRESIDÊNCIA","678.468","Presidência"
"123265","789.789","Gerência de Sistemas Corporativos","789","789","4","GESICO","GESICO","789.789","Gerência de Sistemas Corporativos"
"123266","594.552","Secretaria de Engenharia e Serviços de Apoio","552","594","3","SESAP","ESCON","594.552","Escola de Contas Públicas"
"123267","97.534","Membros e servidores inativos do TCDF","534","97","1","INATIVOS","DRH","97.534","Divisão de Recursos Humanos"
"123268","963.963","Copa 7º Andar","963","963","4","Copa 7º Andar","Copa 7º Andar","963.963","Copa 7º Andar"
"123269","280.460","Gab. Cons. Inácio Magalhães","460","280","2","GCIM","TCDF","280.460","Tribunal de Contas do Distrito Federal"
"123270","682.1001","Sala de som","1.001","682","3","Sala de som","SGA","682.1001","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"123271","1016.1016","Serviço de Elaboração de Atos de Contas","1.016","1.016","4","SS/SERCON","SS/SERCON","1016.1016","Serviço de Elaboração de Atos de Contas"
"123272","790.790","Gerência de Processos de Negócio","790","790","4","GEPRON","GEPRON","790.790","Gerência de Processos de Negócio"
"123273","917.918","Supervisão do Programa Saúde TCDF","918","917","1","SUPROG","DIBEM","917.918","Divisão de Qualidade de Vida e Bem-Estar"
"123274","280.930","Secretaria de Fiscalização de Gestão Pública, Infraestrutura, Mobilidade e Segurança Pública","930","280","3","SEGEM","TCDF","280.930","Tribunal de Contas do Distrito Federal"
"123275","926.554","Serviço de Obras e Projetos","554","926","3","SEPROJ","CGCI","926.554","Coordenadoria de Gestão do Conhecimento Institucional"
"123276","1047.799","Primeira Divisão de Fiscalização de Obras e Serviços de Engenharia","799","1.047","1","DIFO1","SEINFRA","1047.799","Secretaria de Fiscalização de Infraestrutura"
"123277","682.982","Recepção Hall Norte 8° Andar","982","682","3","Recepção Hall N","SGA","682.982","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"123278","935.939","Terceira Divisão de Fiscalização de Educação, Áreas Sociais e Saúde Pública","939","935","1","DIASP3","SEASP","935.939","Secretaria de Fiscalização de Educação, Áreas Sociais e Saúde Pública"
"123279","817.817","Supervisão de Análise de Faturas e Reembolso","817","817","4","SUFAT","SUFAT","817.817","Supervisão de Análise de Faturas e Reembolso"
"123280","232.232","Serviço de Execução Financeira","232","232","4","SEFIN","SEFIN","232.232","Serviço de Execução Financeira"
"123281","954.954","Supervisão de Cadastro e Atendimento ao Beneficiário","954","954","4","SUCAD","SUCAD","954.954","Supervisão de Cadastro e Atendimento ao Beneficiário"
"123282","678.1036","Assessoria de Apoio Administrativo","1.036","678","2","ASPAD","PRESIDÊNCIA","678.1036","Presidência"
"123283","147.381","Assessoria de Comunicação Institucional do TCDF (ASCOM)","381","147","1","ASCOM","GP","147.381","Gabinete da Presidência"
"123284","151.314","Gabinete da 3ª Procuradoria","314","151","1","G3P","GPG","151.314","Ministério Público junto ao TCDF"
"123285","682.965","Copa 1º Andar SEDE","965","682","3","Copa 1º Andar S","SGA","682.965","Supervisão de Sistemas de Informação, Legislação e Jurisprudência"
"123286","269.852","Serviço de Apoio Técnico e Operacional","852","269","1","SS/SEAT","SS/GAB","269.852","Secretaria das Sessões"
"123287","1049.1052","Serviço de Protocolo e Publicações Oficiais","1.052","1.049","1","SEPROT","SEGEDOC","1049.1052","Secretaria de Gestão de Documentos e da Informação"
"123288","543.855","Supervisão de Gestão Cadastral e de Vínculos Funcionais","855","543","3","SUCAV","SEGEDAM","543.855","Secretaria-Geral de Administração"
"123289","916.818","Supervisão de Gestão dos Recursos Próprios","818","916","1","SUREP","SESBE","916.818","Secretaria de Saúde, Qualidade de Vida e Bem-Estar"
"123290","503.662","Terceira Divisão de Fiscalização de Áreas Sociais e Segurança Pública","662","503","2","DIASP3 (2019)","SEGECEX","503.662","Secretaria-Geral de Controle Externo"
"123291","678.1042","Secretaria Adjunta de Dados, Inovação e Fiscalização","1.042","678","2","SEADIF","PRESIDÊNCIA","678.1042","Presidência"
"123292","280.558","Coordenadoria de Biblioteca, Gestão da Informação e do Conhecimento","558","280","3","COBGI","TCDF","280.558","Tribunal de Contas do Distrito Federal"
"123293","678.1053","Serviço de Arquivo e Gestão de Documentos","1.053","678","3","SEARQ","PRESIDÊNCIA","678.1053","Presidência"
